Spp,Tow_date,Code,Standardlength,Totallength,Depthatpec,Depthatanus,Bodyarea,Musclearea,Pulsearea,Bodywidth,Caudarea,Cauddepth,Caudheight,Eyediameter,Interoctdistance,SST
Micropogonias undulatus,2017-11-14,246,5.594753819999998,6.83713674,1.415538514,0.97056784,6.030835528999999,3.1619091759999995,4.1766284,0.37232621999999993,0.99489652,0.5155913411,0.73686171,0.35226168399999996,0.5907300099999999,9.4
Micropogonias undulatus,2017-11-14,247,7.045769999999999,8.62922662,1.8377866219999999,1.42741896,9.660785612,5.115684964,7.5051296,0.48553205999999993,1.24678409,0.6259686418999999,0.9657959399999999,0.42941605,0.56713167,9.4
Micropogonias undulatus,2017-11-14,248,5.168760239999998,6.528915168000001,1.3388188879999998,0.95798296,5.251583191,2.5267996599999996,3.6730764000000007,0.31358864,1.02627754,0.4403247302,0.77633772,0.318805366,0.55695376,9.4
Micropogonias undulatus,2017-11-14,249,6.397222439999999,7.987182192000001,1.8314029920000001,1.26171804,8.867722912999998,4.665125632,6.119350000000001,0.3636498599999999,1.21624248,0.5675881106,0.8952317399999999,0.35294446599999996,0.53353556,9.4
Micropogonias undulatus,2017-11-14,250,5.581563779999999,7.014780584,1.572807944,1.20079124,7.406760707999998,3.620467935999999,4.839001600000001,0.26745244,0.77438997,0.4327054016,0.6392035199999999,0.371151986,0.44886976,9.4
Micropogonias undulatus,2017-11-14,251,5.771477999999999,7.0117620920000014,1.595905078,1.09551772,7.314329158,4.289490519999999,4.885984800000001,0.3738411399999999,0.95415285,0.522901778,0.76242459,0.452744435,0.55974593,9.4
Micropogonias undulatus,2017-11-14,272,8.625892079999998,10.858438860000001,2.4534006859999997,1.6782176400000002,15.121967815,7.710429004,12.042155600000001,0.59887562,1.51746153,0.6685956965,0.8857788,0.560055006,0.60505114,9.4
Micropogonias undulatus,2017-11-14,273,9.88542912,11.533798496,2.7078173580000002,1.9701668800000003,17.799981676,9.053769567999998,13.712082400000002,0.76117864,1.4049160200000002,0.7175035489999999,0.91966293,0.633909259,0.7279966899999999,9.4
Micropogonias undulatus,2017-11-14,274,9.870450599999998,11.439554468,2.688666468,1.9531872800000003,17.949720786999997,10.066767556,13.871690400000002,0.66697816,1.7073619000000002,0.8413691207,1.05047298,0.642785425,0.7148464699999999,9.4
Micropogonias undulatus,2017-11-14,275,9.499899899999999,11.640563676000001,2.5764306460000004,1.78858504,16.524643771999997,8.433081555999998,12.324729200000002,0.55735304,1.8470913800000002,0.8205704129,1.0921458,0.6421026430000001,0.7342115199999999,9.4
Micropogonias undulatus,2017-11-14,276,9.604414199999999,11.646824252,2.6016169679999996,1.7530277600000002,18.140890981,9.559986892,11.634256000000002,0.5687838,1.42958176,0.8708167961,0.84190917,0.607280761,0.65945342,9.4
Micropogonias undulatus,2017-11-14,277,9.618498479999998,11.990820544000002,2.505978584,1.8127560000000003,17.071512319,8.334046383999999,12.484449600000003,0.61540202,2.09458819,0.7896812429,1.13188809,0.684435127,0.82076879,9.4
Micropogonias undulatus,2017-11-14,278,11.633221199999998,14.535409300000001,3.110682444,2.0374860000000004,25.329890710999997,11.419346895999999,18.5870952,0.70326738,3.09929739,0.8583581642,1.11384762,0.7712622379999998,0.9093976699999999,9.4
Micropogonias undulatus,2017-11-14,279,10.084062179999998,12.999779444000001,2.7034068500000004,1.6275784800000002,18.301830620999993,8.854685211999998,13.838420000000003,0.5999773799999999,1.8911926900000002,0.7830915533,0.9756482999999999,0.721760543,0.7325902599999998,9.4
Micropogonias undulatus,2017-11-14,280,8.940999899999998,10.864364048,2.307853922,1.37018772,14.420684207999999,7.483628319999999,10.808678,0.6854326399999999,1.8092533600000003,0.702058964,1.02018363,0.6061427909999999,0.77276148,9.4
Micropogonias undulatus,2017-11-20,281,5.209448159999999,6.021137736000001,1.3471756400000001,0.8519104,4.958412062999999,2.1600653199999997,2.8911096000000005,0.24190537999999998,0.7687723799999999,0.4586523044,0.7059066599999999,0.328478111,0.55866509,9
Micropogonias undulatus,2017-11-20,282,7.223388419999999,9.117663344,1.8982570079999999,1.3194486800000003,9.232555677999999,4.640338671999999,8.292828800000002,0.4138488,1.7824568100000002,0.5643962297,1.13182152,0.5031565060000001,0.68737512,9
Micropogonias undulatus,2017-11-20,283,6.931642619999999,8.628667640000002,1.7580492799999998,1.3014702800000002,8.806391860999998,4.0737312999999995,7.2593108,0.2372229,1.6821796000000002,0.5760311504,1.04854245,0.476414211,0.5779400699999999,9
Micropogonias undulatus,2017-11-20,284,7.690628819999999,9.244887192,1.9071940900000004,1.5115179200000002,11.152413343,5.177765031999999,9.311172800000001,0.4516529399999999,2.05287597,0.6494444111,1.1274279,0.568589781,0.6934098099999999,9
Micropogonias undulatus,2017-11-20,285,6.980937599999999,8.577576868000001,1.951995566,1.38097476,8.451672194999999,4.478772759999999,7.010232400000001,0.4529612799999999,1.3550034100000001,0.5020001063,0.87333021,0.45593075099999997,0.61486877,9
Micropogonias undulatus,2017-11-20,286,8.8057461,10.683366324,2.174494088,1.54228096,14.066943228999998,5.4887287119999995,11.3030132,0.5122497399999999,2.24225978,0.627924956,1.24712076,0.5860007220000001,0.65242796,9
Micropogonias undulatus,2017-11-20,287,7.956329879999998,10.14238548,2.050303468,1.21707168,13.956134111999999,4.748950623999999,8.614742400000003,0.5194111799999999,2.31961464,0.612480371,1.21297035,0.5269400789999998,0.8030249999999999,9
Micropogonias undulatus,2017-11-20,288,8.3822116799999975,10.9271934,2.5742253920000002,1.55376716,13.977447739999999,6.341512803999999,11.570637600000001,0.6173989599999999,2.27338252,0.7353163037,1.17569115,0.61149125,0.8845383499999999,9
Micropogonias undulatus,2017-11-20,289,7.400559719999999,9.349640044000001,1.9786907460000003,1.28698768,10.982013061999998,4.727318368,8.596308800000001,0.36096432,1.9110156800000002,0.5906520242,1.11058569,0.5187466949999999,0.6477443199999999,9
Micropogonias undulatus,2017-11-20,290,7.64133384,9.453833916,1.9496742460000003,1.37887728,11.779425480999999,4.409819944,7.972826000000001,0.50295364,1.85813285,0.6087736706,1.03616043,0.496897671,0.63522459,9
Micropogonias undulatus,2017-11-20,311,6.798959759999999,7.420264676,1.7197475,1.29957256,8.789101723999998,3.9637673319999998,5.570388400000001,0.35332085999999996,0.94943924,0.5444212331,0.8853793799999999,0.4823316549999999,0.48210559,9
Micropogonias undulatus,2017-11-20,312,6.681478979999999,8.303453076,1.786253318,1.2551259600000002,8.814112614,3.795554008,7.3667652000000015,0.47795746000000006,1.4075633900000002,0.5732511251,0.88298286,0.5138534239999999,0.6416195599999999,9
Micropogonias undulatus,2017-11-20,313,6.699251999999999,8.331290280000001,1.7211402920000003,1.29308036,9.224073723999998,3.9801041919999998,6.202413600000002,0.43120152,1.47800926,0.5269173701,1.0169217,0.515105191,0.50192099,9
Micropogonias undulatus,2017-11-20,314,7.881325499999999,9.835170072,2.075141592,1.4841508,11.637624608999998,5.571877696,8.9419388,0.53903628,1.56343537,0.5810763815,1.03130082,0.5574376750000001,0.70773094,9
Micropogonias undulatus,2017-11-20,315,8.714868959999999,11.08035392,2.2591062020000003,1.49034336,14.247782837999997,6.540259155999999,11.991575600000001,0.47719999999999996,2.15134522,0.6334850066000001,1.2234218399999999,0.642557831,0.6791787499999999,9
Micropogonias undulatus,2017-11-20,316,NA,NA,NA,NA,NA,NA,NA,0.43023747999999995,NA,NA,NA,NA,0.6339636099999999,9
Micropogonias undulatus,2017-11-20,317,7.708513619999998,9.816052956,1.9983059,1.126081,10.6085896,4.638535983999999,8.489753600000002,0.39422369999999995,1.9847546200000001,0.5760311504,1.08236001,0.5421888770000001,0.57280608,9
Micropogonias undulatus,2017-11-20,318,7.545985499999999,8.909946376,2.06968649,1.1231844800000002,11.010503728,4.268421603999999,6.547256800000001,0.3776973,1.36455977,0.5713977749,0.92259201,0.48301443699999996,0.5824435699999999,9
Micropogonias undulatus,2017-11-20,319,NA,NA,NA,NA,NA,NA,NA,0.45833236,NA,NA,NA,NA,0.61432835,9
Micropogonias undulatus,2017-11-20,320,7.202038439999999,8.901226288,1.636876376,1.078638,8.675356545999998,3.5367556119999994,7.037545600000001,0.38575392,1.47723442,0.5586302513,0.91034313,0.456499736,0.48345664,9
Micropogonias undulatus,2017-11-20,342,11.348070419999999,14.049320292000003,3.36324206,2.33223188,26.178956054999993,12.82071148,20.0071568,1.11746028,2.2444551600000002,0.8236593299,1.02151503,0.7280193779999999,0.96398009,9
Micropogonias undulatus,2017-11-20,343,11.452696499999998,14.857158188000003,3.270737458,2.22406184,25.416450139,13.117816996,20.9295112,0.91425442,3.3658423500000003,0.7886516039,1.2853985099999998,0.806425511,0.94209308,9
Micropogonias undulatus,2017-11-20,344,12.126394559999998,14.666881396,3.8398090560000004,2.20188848,29.641006945999997,13.9124644,22.590895600000003,0.9419361399999999,3.2803516700000004,1.0194966677,1.45455288,0.914760255,1.1461917,9
Micropogonias undulatus,2017-11-20,345,13.109723219999998,16.743715688,3.9245372360000004,2.31205612,33.69907822,17.171836971999998,29.955006400000002,0.76592998,4.56535924,1.121122037,1.4653372199999999,0.856723785,0.9430838499999998,9
Micropogonias undulatus,2017-11-20,346,13.486980719999998,17.656082844000004,3.933590384,2.74124048,36.590445847000005,18.057182116,29.475620400000004,0.9714770799999999,3.9806133200000002,1.0806572242999999,1.5570041099999998,0.890976682,1.1244848299999999,9
Micropogonias undulatus,2017-12-18,350,9.646443479999999,12.122516232,2.556815492,1.8338306799999997,16.928297788000002,8.654023504,14.3306196,0.69114802,2.6416898,0.7216221049999999,1.2604347599999999,0.6355024169999999,0.87300939,6
Micropogonias undulatus,2017-12-18,351,10.677502199999998,13.592521836,2.792893736,2.07564016,21.003985427999993,10.517552224,17.138821200000002,0.559832,2.89002602,0.955350158,1.3849206599999997,0.7933388560000001,0.7753735100000001,6
Micropogonias undulatus,2017-12-18,352,12.373540139999998,14.870685504,3.334109494,2.6014084800000004,29.536178694,14.752742343999998,24.214963200000003,0.7536040399999999,3.26072239,0.8819368973,1.37833023,0.8445475059999998,0.9685736599999999,6
Micropogonias undulatus,2017-12-18,354,9.262926299999998,10.405776856000001,2.5555387659999997,1.5532677600000002,17.093369662,8.323793596,11.0972088,0.43409363999999995,1.4865970700000002,0.8149073983999999,1.12682877,0.6267400479999998,0.7199804599999999,6
Micropogonias undulatus,2017-12-18,355,13.828803959999998,17.263455292,3.83621101,2.53878372,33.309995766,14.842876743999998,26.8410768,0.76999272,3.90571212,0.9723392015,1.5888245699999999,0.9388852189999999,0.8749008599999999,6
Micropogonias undulatus,2017-12-18,356,13.019963879999999,16.042419380000002,3.57448218,2.55676212,31.892530760999996,14.616076059999997,31.663374000000005,0.9318825800000001,5.2285577100000005,1.0162018228999998,1.75911063,0.905201307,1.15168597,6
Micropogonias undulatus,2017-12-11,357,10.196512859999999,11.698697596,2.567261432,1.7878858800000001,17.705375265999997,9.39053422,13.586306800000003,0.47974781999999994,2.11305521,0.7549824086,1.22055933,0.779683216,0.76924875,6
Micropogonias undulatus,2017-12-11,358,11.07309162,12.759306248000001,2.82469582,2.1047052400000004,21.328692026,9.939114711999999,17.145003199999998,0.40751368,2.7087134600000002,0.7930790515999999,1.36894386,0.749299417,1.26526424,6
Micropogonias undulatus,2017-12-11,359,10.663865039999997,13.184801824000001,2.7354410660000004,1.81894856,20.361314297999996,9.821939991999999,17.2203112,0.71566218,2.51519717,0.7641461957,1.2640961099999999,0.734960995,0.87291932,6
Micropogonias undulatus,2017-12-11,360,8.282503919999998,10.749773148000001,2.1221483219999997,1.5599597200000002,14.161767124999999,6.641885691999999,11.817243200000002,0.57408602,2.6497610500000004,0.7121494262,1.23500502,0.6811350140000001,0.72268256,6
Micropogonias undulatus,2017-12-11,361,10.7194197,13.127115088,2.902111842,2.1428594,23.308140854999998,11.890975143999999,18.7138824,0.68495062,2.75203993,0.8852317421,1.40003205,0.6969527969999998,0.8313069799999999,6
Micropogonias undulatus,2017-12-11,362,9.5121957,11.304393104,2.740896168,1.8428198800000004,17.744414002999996,8.536623447999999,11.174877200000003,0.5318059799999999,1.2489149,0.4208645531,0.7220166,0.7181190389999998,0.7006154099999999,6
Micropogonias undulatus,2017-12-11,363,10.33076064,13.039578820000003,2.808910844,1.94829316,19.357290178999996,10.101469299999998,16.214106400000002,0.67028344,2.80847411,0.8823487528999999,1.2442582500000001,0.691945729,0.7801472199999999,6
Micropogonias undulatus,2017-12-11,364,15.70514304,19.191265515999998,4.251495158000001,3.07583848,46.21757238,20.692937307999998,38.5235956,0.7222727400000001,6.034778730000001,1.2646537135999998,1.85204235,1.047447557,0.92588048,6
Micropogonias undulatus,2017-09-11,581,8.34588318,10.049930188000001,2.1946895719999997,1.3559048800000002,12.731905417999998,6.513218835999999,10.142033600000001,0.5416529599999999,1.5324417700000001,0.7189450436,0.99082626,0.5030427089999998,0.7463709700000001,19.5
Micropogonias undulatus,2017-09-11,582,11.448784199999999,14.740331368,3.152814402,2.34421748,24.492460867999995,12.483721491999999,23.6254252,0.7159376199999999,3.9868120400000002,1.0365886750999997,1.68921213,0.7675069370000001,0.8994899699999999,19.5
Micropogonias undulatus,2017-09-11,583,8.11192764,9.286363508,1.8908287840000004,1.5472749600000002,11.947433415999999,5.749667799999999,8.872475600000001,0.41019922,1.31367861,0.7016471084,1.04767704,0.597266625,0.77132036,19.5
Micropogonias undulatus,2017-09-11,584,9.959092139999997,12.34029484,2.6905235239999996,1.9681692800000001,17.992565528999997,7.755383535999998,13.466938,0.5373147799999999,2.02168866,0.884305067,1.1794190699999998,0.517381131,0.81554473,19.5
Micropogonias undulatus,2017-09-11,585,8.77701864,10.7008065,2.0400896599999996,1.5288970400000002,14.794433899,6.335766735999999,11.903341600000001,0.39050525999999997,2.36455536,0.6138189017000001,1.26842316,0.6278780179999999,0.7021466000000001,19.5
Micropogonias undulatus,2017-09-11,586,8.935858019999998,9.505595464,2.13004081,1.5736432800000002,12.949717646999998,5.973539115999999,7.869305600000001,0.38678682,1.08929786,0.7616750621,0.93670485,0.5698415480000001,0.6737745500000001,19.5
Micropogonias undulatus,2017-09-11,587,8.911489979999999,11.186224732,2.4819529219999996,1.712876,15.361093672,6.961299471999999,10.643787200000002,0.4719666399999999,1.8225547800000002,0.7474660438999999,1.17236265,0.545716584,0.7376341799999999,19.5
Micropogonias undulatus,2017-09-11,589,8.624997839999999,10.344065464,2.220920488,1.54198132,13.067703801999999,6.393002079999999,10.947379600000001,0.33280058,1.9994765800000003,0.8333379365,1.2159659999999999,0.521819214,0.6608945399999999,19.5
Micropogonias undulatus,2017-09-11,590,7.583655359999998,8.900779104,1.916131172,1.3801757200000002,10.921334468,5.392848244,7.976198,0.27420072000000006,1.50939028,0.6352353929,1.03476246,0.4808522939999999,0.7204308099999999,19.5
Micropogonias undulatus,2017-09-11,591,7.690405259999999,8.58283128,1.721604556,1.2955773600000002,10.267462809,5.146443327999999,6.624812800000001,0.09378751999999999,1.08981442,0.5902401686,1.0210490399999999,0.5087325589999998,0.7875329600000001,19.5
Micropogonias undulatus,2017-09-11,592,8.77031184,10.745636696,2.2210365540000003,1.55796212,13.628273966999998,5.510360968,11.223771200000002,0.37039813999999993,2.4041367700000005,0.8316905141,1.32873558,0.503725491,0.71304507,19.5
Micropogonias undulatus,2017-09-11,593,11.386075619999998,14.565035240000002,3.449479098,2.43740552,29.019105728999996,10.6817095,18.4508664,0.43374933999999987,2.6224479400000003,0.8972785184000001,1.32440853,0.8335091969999999,0.81320291,19.5
Micropogonias undulatus,2017-09-11,594,9.080389559999999,11.407804404000002,2.315862476,1.6304750000000001,15.915682971999997,7.245222832,11.766326000000001,0.6040401199999998,1.7661206,0.7516875637999999,1.0963397099999999,0.528533237,0.9001204599999999,19.5
Micropogonias undulatus,2017-09-11,595,5.87811612,6.872911460000001,1.541702256,1.17062748,7.238209057999999,3.1641625359999996,4.397944000000001,0.37246393999999994,0.9534425799999999,0.5703681359,0.77147811,0.360910256,0.5824435699999999,19.5
Micropogonias undulatus,2017-09-11,596,8.33124,10.179725344,1.9467725960000002,1.4372072,13.333797922999999,6.524936308,9.804271600000002,0.4508954799999999,1.6440833000000001,0.8110977341,1.05772911,0.49154921199999996,0.69331974,19.5
Micropogonias undulatus,2017-09-11,597,6.700481579999999,8.257057736,2.002136078,1.3336316400000001,9.935579172999999,5.457181672,7.35013,0.38520303999999994,1.5563972400000001,0.6562400285,0.9725860799999999,0.46696906,0.5216463199999999,19.5
Micropogonias undulatus,2017-09-11,598,7.923242999999998,9.496651784,1.943522748,1.4310146400000001,11.102609049,5.015072439999999,6.969206400000001,0.42789623999999993,1.2668653600000002,0.5980654249999999,0.9516831,0.5214778230000001,0.49876854,19.5
Micropogonias undulatus,2017-09-11,599,7.706836919999999,9.485583980000001,2.035098822,1.60081064,11.837494242999998,4.8675900279999995,7.3567616000000005,0.3195106,1.34796528,0.6115536959,0.88497996,0.527509064,0.59559379,19.5
Micropogonias undulatus,2017-09-11,600,6.961487879999999,7.289686948,1.8963999520000003,1.39905304,9.431011652999999,4.172428468,4.74526,0.33404005999999997,0.84812891,0.4709050085,0.82886145,0.383442062,0.59100022,19.5
Micropogonias undulatus,2017-09-11,601,7.26854754,8.8673521,1.999118362,1.13936504,10.433513369999998,5.006397003999999,6.869395200000001,0.35607526,1.20894607,0.6887766209,0.96306657,0.47675560200000006,0.62621759,19.5
Micropogonias undulatus,2017-09-11,602,8.296923539999998,9.975474052000001,2.122844718,1.5649537199999999,12.448412416999998,6.7830586959999994,10.482156000000002,0.5139023799999999,1.4893090100000002,0.7997717051000001,1.00726905,0.600680535,0.7059295399999999,19.5
Micropogonias undulatus,2017-09-11,603,6.0156055199999985,7.144911128,1.644768864,1.21767096,7.275507907,3.031664968,4.566881200000001,0.39807985999999995,1.1379190700000001,0.6296753423,0.8552897399999999,0.449330525,0.55109921,19.5
Micropogonias undulatus,2017-09-11,604,6.091727699999999,7.339547963999999,1.567236776,1.15824236,7.146103736999999,3.4045960479999993,4.607345200000001,0.34884496,1.01252413,0.5271232979,0.9004242,0.439316389,0.60811352,19.5
Micropogonias undulatus,2017-09-11,605,7.786871399999999,8.264548068000002,2.14164741,1.4526886,10.661221212,4.406327235999999,5.724826000000002,0.25567737999999995,0.94969752,0.5155913411,0.7328675099999999,0.605687603,0.57785,19.5
Micropogonias undulatus,2017-09-11,606,8.38578864,10.192246496000001,2.1649766759999998,1.6108985200000001,12.707546985999999,6.647857095999999,11.255468000000002,0.37914335999999993,1.8914509700000002,0.6925862851999999,1.14859716,0.5518616219999999,0.6967424,19.5
Micropogonias undulatus,2017-09-11,607,9.984801539999998,12.248398528000001,2.491238202,1.84132168,18.294001125,7.889571124,13.959924400000002,0.54929642,2.84327734,0.7606454230999999,1.3011090300000001,0.606711776,0.8084292,19.5
Micropogonias undulatus,2017-09-11,608,9.99352038,12.540074292,2.795331122,1.9872463600000003,20.530300920000002,9.083401252,13.415683600000003,0.6706965999999999,1.9634465200000002,0.8670071318,1.15145967,0.61490516,0.76654665,19.5
Micropogonias undulatus,2017-09-11,609,8.688935999999998,10.972135392,2.447133122,1.8288366799999998,14.832385206,7.277445879999998,10.651318000000002,0.6050041599999999,1.9613802800000002,0.8742146047999999,1.07996349,0.6259434690000001,0.73790439,19.5
Micropogonias undulatus,2017-09-11,610,7.993329059999999,9.402184164000001,2.104042026,1.68011536,12.404588988,5.92035982,8.724557200000001,0.44187482,1.2266382500000002,0.7168857656,0.9183981,0.5957872639999999,0.57775993,19.5
Micropogonias undulatus,2017-09-11,611,8.137301699999998,10.185874124,2.3221300400000002,1.60820176,13.883711273999998,6.928287747999999,9.920830400000002,0.5648587799999999,1.6814047600000002,0.9054126665000001,1.08236001,0.6220743709999998,0.6760263,19.5
Micropogonias undulatus,2017-09-11,612,9.517784699999998,11.9333574,2.711183272,1.78249236,18.097720009999996,7.838983191999999,12.611236800000002,0.59316024,1.95201763,0.6431636132,1.21290378,0.559941209,0.84463734,19.5
Micropogonias undulatus,2017-09-11,613,11.953806239999999,15.239835896000002,3.4895218679999997,2.3958554400000005,29.758014413999994,11.933225643999998,21.033256400000003,0.74589172,3.4736742500000006,0.8139807232999999,1.39290906,0.814618895,0.9819940899999999,19.5
Micropogonias undulatus,2017-09-21,614,9.688360979999997,12.267180256000001,2.8292223940000003,1.74593628,21.698635711999998,7.037688375999999,12.387898000000002,0.62256346,2.2826806000000004,0.8404424456,1.14653349,0.6498408389999999,0.6408089299999999,23.1
Micropogonias undulatus,2017-09-21,615,8.156863199999998,9.729411056000002,2.006082322,1.4854492400000001,12.641322499,6.351427588,10.215206000000002,0.5812474599999999,1.6746249100000004,0.7974035354,1.0086004499999999,0.517267334,0.55695376,23.1
Micropogonias undulatus,2017-09-21,616,10.398611099999998,13.045839396000002,3.052069114,2.2680090400000004,25.161774033,11.289891363999999,18.0738768,0.6954173399999999,2.5679508600000003,0.948142685,1.27461417,0.7343920099999999,0.8495911899999999,23.1
Micropogonias undulatus,2017-09-21,617,9.514990199999998,11.552021244,2.570859478,1.7283574000000002,20.693306676999995,8.326835632,13.09096,0.69886034,2.0766377300000003,0.9241520963000001,1.21024098,0.646540726,0.84112461,23.1
Micropogonias undulatus,2017-09-21,618,10.453271519999998,13.106991808000002,2.8460519640000004,2.17122532,20.96309806,10.41017962,16.746320400000002,0.71042882,2.34944598,0.9332129195,1.15731783,0.696725203,0.8821965299999999,23.1
Micropogonias undulatus,2017-09-21,619,6.537059219999999,8.124355884,1.724622272,1.28369164,8.026595807999998,4.087476796,5.345925600000001,0.37156875999999994,1.2708687,0.5814882371,0.87852267,0.4984908289999999,0.48877076999999997,23.1
Micropogonias undulatus,2017-09-21,620,10.043150699999998,12.572047948000002,2.857890696,2.09331892,21.934281792999997,10.202645164,15.7989008,0.6758611,2.49137084,1.0373094224,1.29465174,0.646540726,0.7991519899999999,23.1
Micropogonias undulatus,2017-09-21,621,8.311343159999998,10.138919804,2.143736598,1.37867752,13.086190111999999,5.861321788,9.374229200000002,0.44097964,1.4742642000000001,0.7188420797,0.99122568,0.643695801,0.7161975199999999,23.1
Micropogonias undulatus,2017-09-21,622,8.026304159999999,9.15858068,1.975324832,1.25562536,11.268550866999998,5.158273468,7.0902612000000005,0.39718467999999996,1.11506129,0.6655067794999999,0.94129818,0.531264365,0.68016952,23.1
Micropogonias undulatus,2017-09-21,623,7.888591199999999,9.928855120000001,2.089533776,1.60290812,13.20211015,6.4070855799999995,8.855166,0.61863844,1.66048408,0.6995878303999999,1.00394055,0.5301263949999999,0.65143719,23.1
Micropogonias undulatus,2017-09-21,624,9.218884979999999,11.09544638,2.7801264760000004,1.8483132800000002,17.963204919,7.160609163999999,10.793953600000002,0.66849308,1.8161623500000001,0.7036034225,1.06385355,0.6590583959999998,0.89273472,23.1
Micropogonias undulatus,2017-09-21,625,6.878994239999999,8.896754448000001,1.850786014,1.3778784800000001,9.608262743,4.513361836,6.2507456,0.3584164999999999,1.2124328500000001,0.6344116817,0.97511574,0.49769424999999995,0.57451741,23.1
Micropogonias undulatus,2017-09-21,626,7.582984679999999,9.222751584000001,1.79461007,1.4107390000000002,10.336514613999999,4.690363263999999,7.327537600000001,0.39140043999999996,1.34396194,0.6589170899,0.93796968,0.44500623899999997,0.85400462,23.1
Micropogonias undulatus,2017-09-21,627,6.205966859999998,7.123110908000001,1.587200128,0.98415152,7.163285131,3.0260315679999996,4.718846000000001,0.44759019999999994,1.2708687,0.5886957101,0.95687556,0.49905981399999993,0.7327703999999999,23.1
Micropogonias undulatus,2017-09-21,628,6.481504559999999,7.484659172000001,1.7187029060000003,0.9892454000000002,8.174160058999998,3.5903855799999995,4.3637744000000005,0.37301481999999997,1.0025803500000001,0.6403835878999999,0.89882652,0.49723906199999995,0.5181335899999999,23.1
Micropogonias undulatus,2017-09-21,629,9.12297774,12.24247334,3.048587134,1.9988324399999997,21.213315703,8.40975928,12.581001200000001,0.8649506599999999,2.32174545,0.7962709324999999,1.13095611,0.6518891849999999,0.6361252899999998,23.1
Micropogonias undulatus,2017-09-21,630,9.24884202,11.464484976000001,2.588849708,1.7412419200000002,17.730386156,7.7932399839999995,12.0885768,0.59095672,1.7273140300000003,0.9197246485999999,1.10133246,0.6260572659999999,0.71124367,23.1
Micropogonias undulatus,2017-09-21,631,7.098865499999999,7.4249601080000005,1.76153126,0.8276395599999999,8.261371945,3.9259108840000003,5.199243600000001,0.37693984,1.0712182600000002,0.5570857928,0.7961090099999999,0.4366990579999999,0.6688206999999999,23.1
Micropogonias undulatus,2017-09-21,632,6.806113679999999,7.978462104,1.7024536660000003,1.30426692,9.176879261999998,3.954979227999999,5.562408,0.37749071999999995,1.10292213,0.6726112886,0.86800461,0.46196199199999993,0.54020074,23.1
Micropogonias undulatus,2017-10-09,633,19.1442783,23.442643804,5.268349384000001,3.5626536,60.930065307999996,27.3819238,48.5186532,1.1100234,6.9495419200000015,1.4088031736,1.96860642,1.356065021,1.15105548,22
Micropogonias undulatus,2017-10-09,634,15.615495479999996,20.603137200000003,4.451592942,2.7995704000000003,48.44908748299999,19.208987079999996,35.9038888,0.8049735999999998,5.174254340000001,1.2332497240999998,1.6316956500000002,1.0996803800000001,1.18239984,22
Micropogonias undulatus,2017-10-09,635,10.985456099999999,12.690104524,2.69934454,2.077438,21.878822862999996,10.174252827999998,16.2340012,0.6872229999999999,2.1305536800000002,0.8832754279999999,1.25737254,0.76056532,0.87814338,22
Micropogonias undulatus,2017-10-09,636,6.833723339999999,8.122902536,1.5827896199999998,0.9159334800000001,8.296713419999998,4.024608051999999,6.018752000000001,0.415226,1.37656979,0.6195848801,0.98450211,0.563013728,0.62486654,22
Micropogonias undulatus,2017-10-09,637,15.06620856,18.905067756000005,4.42872794,2.67581908,44.412329837,18.748400295999996,32.2698844,1.09707772,5.170251,1.4512243003999998,1.51206936,0.9813315,1.10223754,22
Micropogonias undulatus,2017-10-09,638,14.008210859999998,17.948205792,3.8771823079999996,2.384569,42.032489282,17.132065167999997,32.054413600000004,0.8733515799999998,4.53830441,1.1813559184999998,1.4083533,0.9343333389999999,1.02792979,22
Micropogonias undulatus,2017-10-09,639,15.101978159999998,19.560080520000003,4.156321038000001,2.8617956400000004,45.215723120999996,18.30707974,33.716809600000005,0.89882978,5.0766890700000005,1.2772153093999998,1.6810905899999997,1.03823,0.81977802,22
Micropogonias undulatus,2017-10-09,640,12.148750559999998,15.753538516000003,3.089210234,2.36938724,29.525956851999993,11.598376347999999,20.598605600000003,0.6165726399999999,3.2118429000000006,0.9390818618,1.26635949,0.749071823,0.88480856,22
Micropogonias undulatus,2017-10-09,641,15.164463179999998,19.276342272,4.4659851260000005,2.9948358,46.559134142999994,20.82239284,36.2443484,1.0542468,4.77140211,1.3927408051999999,1.53603456,1.019339698,1.10394887,22
Micropogonias undulatus,2017-10-09,642,13.660239719999998,18.416072052000004,4.185105406,2.57623872,45.039776947,16.521629943999997,32.059921200000005,0.8164043599999999,5.14681209,1.0468850650999997,1.595415,0.8391990469999999,0.9592063799999999,22
Micropogonias undulatus,2017-10-09,643,7.44672486,9.052598072000002,1.8857218799999997,1.3387255200000001,10.005935894,4.463787915999999,6.2404048,0.39566976,1.12836271,0.6168048547999999,0.88571223,0.5177225219999999,0.53362563,22
Micropogonias undulatus,2017-10-09,644,8.264507339999998,10.203649688,2.232875286,1.41113852,12.206350498999997,5.918895135999999,9.436723600000002,0.3794876599999999,1.42105852,0.6880558736,0.9291824399999999,0.42918845599999994,0.47868293,22
Micropogonias undulatus,2017-10-09,645,16.43227194,22.51373084,5.494097754,3.39205856,61.255206877999996,24.157027635999995,44.921403600000005,1.5710410999999997,5.964010010000001,1.5084722287999999,1.7993189099999998,1.458368524,1.16555675,22
