spp_num,Standardlength,Totallength,Depthatpec,Depthatanus,Pulsearea,Musclearea,Bodyarea,Cauddepth,Caudheight,Caudarea,Bodywidth,Interoctdistance,Eyediameter,Code,Spp,Tow_date,Tow_ID,Tow_num,Picture Date,Time Start-End,Notes,Measurements,Genus,Species,Survey.x,Preserve,Number,Location.x,...1,Survey.y,Location.y,Time,Sudo,Bodo,SuSal,BoSal,SuTemp,BoTemp,Tide,Depth,LatDeg,Latitude,LongDeg,LONGITUD,Secchi,SuPH,BoPH,Northing,Easting,UTM,Edit,year
59,6.104,6.9442,1.6374,1.0729,4.675,3.3608,7.4208,0.5727,0.7564,0.6459,0.403,0.6421,0.5063,00858,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,7,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
60,10.6211,13.1419,2.8984,2.137,15.5713,10.1013,22.1111,0.9582,1.4498,2.9208,0.6971,1.0948,0.7455,00859,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,11,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
61,11.2083,14.1503,3.2432,2.3006,19.9157,12.2902,24.7289,0.9995,1.7385,4.2944,0.6985,1.22,0.8461,00860,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,12,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
62,8.9945,11.0492,2.3571,1.667,11.4078,7.5508,15.4369,0.8189,1.1878,1.7015,0.566,0.8679,0.67490000000000006,00861,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,8.5,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
63,10.3978,12.8791,2.7893,1.8996,12.5436,8.751,20.5879,0.8723,0.9859,1.3982,0.6718,0.9919,0.7094,00862,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,11.5,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
64,6.0877,7.0784,1.7711,1.1897,5.3088,3.8248,7.7978,0.6339,0.7851,0.668,0.4835,0.4328,0.4868,00863,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,6.5,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
65,10.4201,12.5829,2.9275,2.1518,16.0558,10.2307,22.4398,0.929,1.221,2.4799,0.6266,0.7813,0.7171,00864,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,10.5,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
66,8.6938,10.4711,2.0842,1.6211,9.4148,6.4279,14.0343,0.7773,0.9875,1.5349,0.5321,0.7795,0.5538,00865,Micropogonias undulatus,1995-09-20,ICHP-95-0866,1,"June 7, 2022",0016-0046,NA,9.5,Micropogonias,undulatus,ICHPLAN,ETOH,61,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
67,13.9517,18.3576,4.0775,2.8792,36.4282,20.9919,38.6067,1.3034,2.1651,8.1977,1.0536,1.448,1.1233,00866,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,15,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
68,14.0854,17.2386,3.9584,2.7238,26.9309,17.356,40.5437,1.179,1.6624,4.7087,0.8909,1.1459,0.9541,00867,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,14.5,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
69,12.1326,15.6403,3.5915,2.6087,26.5751,14.9441,30.6317,1.1386,1.9004,6.0626,0.8466,1.0629,0.9985,00868,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,13.5,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
70,10.8886,14.3551,3.4937,2.2139,19.7925,12.4894,25.5238,0.9019,1.3767,2.8279,0.8849,0.7376,0.8517,00869,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
71,4.906,6.0817,1.3093,0.8449,3.1934,2.0025,4.3375,0.3165,0.6184,0.5953,0.3067,0.4101,0.4336,00870,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,5,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
72,5.911,6.0988,1.6154,1.1332,4.5469,3.5681,7.4022,0.664,0.6203,0.2003,0.476,0.5318,0.4636,00871,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,6,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
73,11.9677,14.6715,3.3027,2.4043,18.7401,12.2411,30.4508,1.1214,1.38,2.3647,0.6802,1.279,0.8338,00872,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,12.5,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
74,10.3775,12.9444,2.7758,2.0419,14.3941,9.757,20.6977,0.8225,1.2563,2.3325,0.6326,0.8909,0.7904,00873,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,11,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
75,13.9385,17.7288,3.7306,2.5162,23.8296,14.8645,38.1533,1.1118,1.6469,4.3126,0.9478,1.2457,0.97,00874,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,15,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
76,11.0001,13.879,3.1996000000000002,2.339,19.0729,12.7165,25.5308,0.8902,0.9448,2.9745,0.7105,0.9528,0.822,00875,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,12,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
77,12.8733,16.9893,3.9826,2.5468,25.7853,16.5574,35.0556,0.9944,1.4932,4.1303,0.7012,1.0244,1.0524,00876,Micropogonias undulatus,1995-09-20,ICHP-95-0867,2,"June 7, 2022",0048-0118,NA,13,Micropogonias,undulatus,ICHPLAN,ETOH,52,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
78,12.81,16.2462,3.3988,2.4292,23.4197,15.2558,31.3721,1.0316,1.454,3.6114,0.6113,1.0571,0.9547,00877,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,15,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
79,12.0242,15.0738,3.2919,2.2666,19.6043,11.7795,27.9233,0.9198,1.5181,3.3873,0.6368,0.7706,0.802,00878,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,13.5,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
80,13.3725,17.2722,3.4793,2.3874,26.8168,14.619,33.4757,1.1266,1.865,6.3331,0.7697,1.3373,1.0185,00879,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,14,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
81,12.5069,15.4652,3.4212,2.6089,21.8866,15.5299,31.368,1.0554,1.4423,3.3163,0.8245,1.0986,0.9007,00880,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,12.5,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
82,9.3502,11.3304,2.7249,1.7843,12.1733,9.0371,17.7492,0.8708,1.1528,1.5314,0.5838,0.9602,0.6856,00881,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
83,10.7118,12.9009,2.7637,1.9808,16.087,10.233,22.1826,0.7748,1.2564,2.6394,0.5958,0.9671,0.8062,00882,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,12,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
84,12.4902,15.7415,3.1947,2.1859,19.308,12.0824,31.392,1.1633,1.508,2.8868,0.4105,0.8695,0.8684,00883,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,12,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
85,6.9173,8.3345,1.6571,1.1858,6.5095,4.242,9.0916,0.6537,0.9524,0.9208,0.4334,0.7021,0.4903,00884,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,8,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
86,8.2836,9.9609,2.038,1.5203,9.2639,6.1289,13.0431,0.7656,1.1827,1.2417,0.3338,0.7254,0.5144,00885,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,9,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
87,8.4372,10.4415,2.1508,1.6093,9.088,5.6923,13.2106,0.6537,0.9007,1.621,0.4873,0.8544,0.6007,00886,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,9.5,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
88,5.5363,6.3374,1.6026,1.0019,4.2526,3.1702,6.809,0.6773,0.7533,0.5448,0.5145,0.615,0.5092,00887,Micropogonias undulatus,1995-09-20,ICHP-95-0868,3,"June 8, 2022",0125-0155,NA,6.5,Micropogonias,undulatus,ICHPLAN,ETOH,74,LSHCB,33,ICHPLAN,LSHCB,16,NA,NA,32,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
89,13.6634,18.1379,3.7712,2.8783,33.405,18.4484,36.1619,1.3108,2.2268,8.752,0.7139,1.224,1.0148,00888,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,15,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
90,13.889,17.3014,3.6349,2.5421,29.4373,15.0173,33.9249,1.0214,1.9678,7.2496,0.6709,0.9902,1.1017,00889,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,13.5,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
91,12.3777,14.7252,3.2858,2.5509,20.4965,13.5161,28.7086,0.9595,1.4452,2.8731,0.4612,1.0459,0.8678,00890,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,12.5,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
92,12.9239,15.923400000000001,3.3692,2.6089,26.3932,15.3994,28.8323,0.8678,2.0055,6.7745,0.573,1.0321,0.8805,00891,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,13,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
93,9.6904,11.808,2.5674,1.8742,14.124,9.1819,17.6527,0.7708,1.2539,1.9899,0.4984,0.9296,0.7498,00892,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,11,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
94,8.0605,10.3679,2.1231,1.4378,10.2197,6.6494,13.0547,0.7087,1.1224,2.0092,0.5087,0.9146,0.6204,00893,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,9,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
95,10.0747,12.8083,2.6072,1.9467,15.6852,9.4909,18.8721,0.8432,1.4865,3.5778,0.4873,1.0654,0.7439,00894,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,10.5,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
96,7.4948,9.4353,1.9549,1.2541,7.4032,5.0238,11.1166,0.6593,1.0652,1.0332,0.516,0.7914,0.5336,00895,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,8.5,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
97,10.7827,13.5939,2.8495,2.1081,14.8636,9.6147,21.3229,0.8473,1.0192,2.15,0.4984,0.8167,0.7339,00896,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,10.5,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
98,8.4504,10.5527,2.2706,1.6216,10.3226,6.8134,14.1294,0.6808,1.0659,1.4475,0.449,0.8616,0.6352,00897,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
99,7.7135,9.2276,1.992,1.3493,7.969,4.9786,10.2828,0.6722,1.0167,1.8252,0.4916,0.9784,0.5571,00898,Micropogonias undulatus,1995-09-28,ICHP-95-0869,1,"June 8, 2022",1933-2003,NA,8.5,Micropogonias,undulatus,ICHPLAN,ETOH,14,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
100,19.1205,24.0673,5.4025,3.8831,61.0174,38.0057,70.2779,1.633,2.3253,11.0447,0.9529,1.5266,1.5589,00899,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,19,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
101,14.5897,19.2772,4.0572,2.9409,33.0355,19.8103,40.4477,1.1695,1.8302,6.3553,0.8656,1.4637,1.1468,00900,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,17,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
102,11.3942,14.6383,3.2387,2.1954,21.8346,13.0584,26.9856,1.1209,1.6349,4.9065,0.6713,1.3903,0.9182,00901,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,12,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
103,12.1177,15.5398,3.169,2.4474,24.1578,13.3102,27.3203,0.9381,1.6989,5.4721,0.6705,1.3463,1.0263,00902,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,13,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
104,9.5371,11.9162,2.5592,1.8843,13.3707,8.1475,17.4098,0.7764,1.1651,2.0574,0.5818,0.7736,0.6746,00903,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
105,9.4782,10.7906,2.2729,1.6962,11.3627,7.6665,16.0916,0.8145,1.1139,1.1516,0.4059,0.6619,0.6089,00904,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
106,14.5961,19.152,3.8962,2.9366,33.1815,19.6447,39.6736,1.3595,2.0246,7.5573,0.6419,1.2088,1.1209,00905,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,15.5,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
107,10.3486,12.9117,2.6325,2.0603,16.2141,9.5926,19.8898,0.7426,1.3927,3.6344,0.4654,0.8648,0.7013,00906,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,11,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
108,8.8493,10.6895,2.5201,1.8843,11.4521,8.161,16.0317,0.7577,0.9814,1.2285,0.445,0.9132,0.593,00907,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
109,9.038,10.7159,2.6217,1.82,12.2549,8.0303,16.6111,0.8031,1.1888,2.1478,0.4187,0.9489,0.6267,00908,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,9.5,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
110,9.6604,11.9933,2.4887,1.766,12.6165,7.8566,18.2644,0.8148,1.0897,1.7055,0.5929,0.9135,0.653,00909,Micropogonias undulatus,1995-09-28,ICHP-95-0871,3,"June 8, 2022",2038-2108,NA,10,Micropogonias,undulatus,ICHPLAN,ETOH,34,LSHCB,34,ICHPLAN,LSHCB,1933,NA,NA,30,NA,18,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
111,8.838,10.5788,2.2681,1.583,11.6426,6.6541,14.5813,0.6193,1.365,2.1066,0.4459,0.8382,0.6082,00910,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,8.3,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
112,9.129,10.844,2.4856,1.8267,13.0921,8.1011,17.2616,0.8285,1.2879,2.1713,0.5379,0.9584,0.6295,00911,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,9,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
113,6.814,8.3656,1.9357,1.2386,7.4103,4.6481,9.5718,0.6329,1.0145,1.4856,0.5237,0.691,0.5369,00912,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,6.8,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
114,9.4256,11.382,2.354,1.6847,13.4537,8.6612,16.3898,0.7919,1.4294,2.4734,0.4868,1.0342,0.5937,00913,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,9.1,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
115,9.3637,11.6707,2.5028,1.8654,12.6923,8.6324,17.7906,0.8213,1.0344,1.6082,0.5075,0.8145,0.6332,00914,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,9,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
116,8.9492,11.032,2.606,1.6729,12.4873,7.7152,16.1007,0.7438,1.3615,2.2303,0.413,0.9033,0.6203,00915,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,9.9,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
117,11.0392,13.5331,2.8366,1.9706,19.9467,11.2399,22.2113,0.9055,1.4809,3.5319,0.5591,0.8607,0.6814,00917,Micropogonias undulatus,1995-11-29,ICHP-95-0807,2,"June 17, 2022",2227-2257,NA,11.5,Micropogonias,undulatus,ICHPLAN,ETOH,18,LSHCB,43,ICHPLAN,LSHCB,2123,NA,NA,29,NA,7,NA,FLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
